anon_id,sender,sender_id,block_type,task_id,super_rule,sub_rule,response,correct,difficulty,duration,timestamp
t10,Application Decision,6_2_3_0_0,application,25,occlusion,reversal,Same,True,2,4991.900000000023,2025-11-21T11:08:32.583Z
t10,Confidence Check,6_2_3_0_1,application,25,occlusion,reversal,Very Sure,,2,703.039999999979,2025-11-21T11:08:33.303Z
t10,Application Decision,6_2_3_1_0,application,26,occlusion,mirror_y,Different,True,1,5920.960000000021,2025-11-21T11:08:39.232Z
t10,Confidence Check,6_2_3_1_1,application,26,occlusion,mirror_y,Very Sure,,1,1882.9000000000235,2025-11-21T11:08:41.127Z
t10,Application Decision,6_2_3_2_0,application,27,occlusion,reversal,Same,True,2,4236.880000000005,2025-11-21T11:08:45.375Z
t10,Confidence Check,6_2_3_2_1,application,27,occlusion,reversal,Very Sure,,2,1973.9799999999811,2025-11-21T11:08:47.367Z
t10,Application Decision,6_2_3_3_0,application,28,occlusion,rotate_180,Different,True,3,7247.099999999977,2025-11-21T11:08:54.631Z
t10,Confidence Check,6_2_3_3_1,application,28,occlusion,rotate_180,Very Sure,,3,1218.0,2025-11-21T11:08:55.855Z
t10,Application Decision,6_2_3_4_0,application,29,occlusion,reversal,Same,True,2,4727.900000000023,2025-11-21T11:09:00.598Z
t10,Confidence Check,6_2_3_4_1,application,29,occlusion,reversal,Very Sure,,2,2109.560000000056,2025-11-21T11:09:02.718Z
t10,Score,6_2_4,,,,,skip,,,3207.0200000000186,2025-11-21T11:09:05.943Z
t10,First Example,6_3_0,,,,,skip,,,12749.099999999977,2025-11-21T11:09:18.695Z
t10,Inference Decision,6_3_1_0_0,inference,30,arithmetic,majority,Same,True,1,4887.640000000014,2025-11-21T11:09:23.591Z
t10,Confidence Check,6_3_1_0_1,inference,30,arithmetic,majority,Very Sure,,1,1523.1199999999951,2025-11-21T11:09:25.126Z
t10,Inference Decision,6_3_1_1_0,inference,31,arithmetic,majority,Same,True,2,6253.180000000051,2025-11-21T11:09:31.382Z
t10,Confidence Check,6_3_1_1_1,inference,31,arithmetic,majority,Very Sure,,2,1654.1199999999951,2025-11-21T11:09:33.047Z
t10,Inference Decision,6_3_1_2_0,inference,32,arithmetic,inversion,Different,True,1,6176.739999999991,2025-11-21T11:09:39.231Z
t10,Confidence Check,6_3_1_2_1,inference,32,arithmetic,inversion,Very Sure,,1,3070.8399999999674,2025-11-21T11:09:42.319Z
t10,Inference Decision,6_3_1_3_0,inference,33,arithmetic,inversion,Same,True,1,12732.900000000023,2025-11-21T11:09:55.055Z
t10,Confidence Check,6_3_1_3_1,inference,33,arithmetic,inversion,Sure,,1,2153.0200000000186,2025-11-21T11:09:57.223Z
t10,Inference Decision,6_3_1_4_0,inference,34,arithmetic,minority,Different,True,3,9953.73999999999,2025-11-21T11:10:07.192Z
t10,Confidence Check,6_3_1_4_1,inference,34,arithmetic,minority,Very Sure,,3,1531.719999999972,2025-11-21T11:10:08.726Z
t10,Rule Reminder,6_3_2,,,,,skip,,,11653.060000000056,2025-11-21T11:10:20.399Z
t10,Application Decision,6_3_3_0_0,application,35,arithmetic,minority,Different,True,2,7481.400000000023,2025-11-21T11:10:27.886Z
t10,Confidence Check,6_3_3_0_1,application,35,arithmetic,minority,Very Sure,,2,2165.4799999999814,2025-11-21T11:10:30.063Z
t10,Application Decision,6_3_3_1_0,application,36,arithmetic,majority,Same,True,1,7786.079999999958,2025-11-21T11:10:37.863Z
t10,Confidence Check,6_3_3_1_1,application,36,arithmetic,majority,Very Sure,,1,1016.9799999999814,2025-11-21T11:10:38.894Z
t10,Application Decision,6_3_3_2_0,application,37,arithmetic,majority,Same,True,3,9641.359999999986,2025-11-21T11:10:48.551Z
t10,Confidence Check,6_3_3_2_1,application,37,arithmetic,majority,Very Sure,,3,1047.9599999999627,2025-11-21T11:10:49.607Z
t10,Application Decision,6_3_3_3_0,application,38,arithmetic,majority,Same,True,1,4664.140000000014,2025-11-21T11:10:54.279Z
t10,Confidence Check,6_3_3_3_1,application,38,arithmetic,majority,Very Sure,,1,1147.7399999999907,2025-11-21T11:10:55.430Z
t10,Application Decision,6_3_3_4_0,application,39,arithmetic,inversion,Different,True,1,8621.280000000028,2025-11-21T11:11:04.054Z
t10,Confidence Check,6_3_3_4_1,application,39,arithmetic,inversion,Very Sure,,1,2575.3000000000466,2025-11-21T11:11:06.647Z
t10,Score,6_3_4,,,,,skip,,,3966.420000000042,2025-11-21T11:11:10.631Z
t11,First Example,4_0_0,,,,,skip,,,9101.80000000447,2025-11-21T11:08:19.096Z
t11,Inference Decision,4_0_1_0_0,practice,p1,,,Different,True,,6714.900000000023,2025-11-21T11:08:25.828Z
t11,Inference Decision,4_0_1_1_0,practice,p2,,,Different,False,,5572.300000001502,2025-11-21T11:08:32.416Z
t11,Inference Decision,4_0_1_2_0,practice,p3,,,Different,True,,3316.799999998533,2025-11-21T11:08:36.746Z
t11,Rule Reminder,4_0_2,,,,,skip,,,1323.2999999999884,2025-11-21T11:08:39.085Z
t11,Application Decision,4_0_3_0_0,practice,p5,,,Different,True,,4259.000000001513,2025-11-21T11:08:43.362Z
t11,Application Decision,4_0_3_1_0,practice,p4,,,Different,False,,2071.599999998521,2025-11-21T11:08:46.455Z
t11,Application Decision,4_0_3_2_0,practice,p6,,,Same,True,,2555.0000000015134,2025-11-21T11:08:50.040Z
t11,First Example,4_2_0,,,,,skip,,,4179.299999999988,2025-11-21T11:09:00.740Z
t11,Inference Decision,4_2_1_0_0,practice,p1,,,Different,True,,3318.200000001467,2025-11-21T11:09:04.076Z
t11,Inference Decision,4_2_1_1_0,practice,p2,,,Same,True,,3858.0,2025-11-21T11:09:08.949Z
t11,Inference Decision,4_2_1_2_0,practice,p3,,,Different,True,,3179.900000004447,2025-11-21T11:09:13.145Z
t11,Rule Reminder,4_2_2,,,,,skip,,,2282.000000004482,2025-11-21T11:09:16.440Z
t11,Application Decision,4_2_3_0_0,practice,p4,,,Same,True,,4483.900000000023,2025-11-21T11:09:20.942Z
t11,Application Decision,4_2_3_1_0,practice,p5,,,Different,True,,4198.799999999988,2025-11-21T11:09:26.154Z
t11,Application Decision,4_2_3_2_0,practice,p6,,,Different,False,,2314.799999998533,2025-11-21T11:09:29.482Z
t11,First Example,4_4_0,,,,,skip,,,1549.6080000000077,2025-11-21T11:09:35.496Z
t11,Inference Decision,4_4_1_0_0,practice,p1,,,Different,True,,1555.5,2025-11-21T11:09:37.069Z
t11,Inference Decision,4_4_1_1_0,practice,p2,,,Same,True,,3449.6000000044587,2025-11-21T11:09:41.531Z
t11,Inference Decision,4_4_1_2_0,practice,p3,,,Different,True,,2700.4000000014785,2025-11-21T11:09:45.244Z
t11,Rule Reminder,4_4_2,,,,,skip,,,3154.4000000014785,2025-11-21T11:09:49.412Z
t11,Application Decision,4_4_3_0_0,practice,p4,,,Same,True,,4642.500000002969,2025-11-21T11:09:54.073Z
t11,Application Decision,4_4_3_1_0,practice,p6,,,Same,True,,6438.100000003004,2025-11-21T11:10:01.526Z
t11,Application Decision,4_4_3_2_0,practice,p5,,,Different,True,,2507.5999999999767,2025-11-21T11:10:05.051Z
t11,First Example,6_0_0,,,,,skip,,,2370.139999998501,2025-11-21T11:10:10.919Z
t11,Inference Decision,6_0_1_0_0,inference,0,expansion,star_step,Same,False,1,2106.8000000044703,2025-11-21T11:10:13.044Z
t11,Confidence Check,6_0_1_0_1,inference,0,expansion,star_step,Sure,,1,3566.60000000149,2025-11-21T11:10:16.628Z
t11,Inference Decision,6_0_1_1_0,inference,1,expansion,star_step,Different,False,1,4222.499999998487,2025-11-21T11:10:20.869Z
t11,Confidence Check,6_0_1_1_1,inference,1,expansion,star_step,Sure,,1,2103.9000000000237,2025-11-21T11:10:22.991Z
t11,Inference Decision,6_0_1_2_0,inference,2,expansion,plus_full,Different,True,1,22411.10000000149,2025-11-21T11:10:45.437Z
t11,Confidence Check,6_0_1_2_1,inference,2,expansion,plus_full,Sure,,1,1414.000000004482,2025-11-21T11:10:46.869Z
t11,Inference Decision,6_0_1_3_0,inference,3,expansion,plus_full,Same,True,1,2549.89999999851,2025-11-21T11:10:49.437Z
t11,Confidence Check,6_0_1_3_1,inference,3,expansion,plus_full,Unsure,,1,1995.3999999985097,2025-11-21T11:10:51.450Z
t11,Inference Decision,6_0_1_4_0,inference,4,expansion,plus_full,Different,False,1,3029.400000004447,2025-11-21T11:10:54.497Z
t11,Confidence Check,6_0_1_4_1,inference,4,expansion,plus_full,Sure,,1,988.5000000015134,2025-11-21T11:10:55.503Z
t11,Rule Reminder,6_0_2,,,,,skip,,,6739.0999999985215,2025-11-21T11:11:02.261Z
t11,Application Decision,6_0_3_0_0,application,5,expansion,star_step,Same,True,1,2780.9999999984866,2025-11-21T11:11:05.060Z
t11,Confidence Check,6_0_3_0_1,application,5,expansion,star_step,Very Sure,,1,1870.4000000000235,2025-11-21T11:11:06.942Z
t11,Application Decision,6_0_3_1_0,application,6,expansion,diagonal_full,Same,False,3,1597.900000002992,2025-11-21T11:11:08.558Z
t11,Confidence Check,6_0_3_1_1,application,6,expansion,diagonal_full,Very Sure,,3,761.7999999985332,2025-11-21T11:11:09.338Z
t11,Application Decision,6_0_3_2_0,application,7,expansion,plus_step,Different,True,1,3372.7999999999884,2025-11-21T11:11:12.729Z
t11,Confidence Check,6_0_3_2_1,application,7,expansion,plus_step,Very Sure,,1,1393.7000000000116,2025-11-21T11:11:14.140Z
t11,Application Decision,6_0_3_3_0,application,8,expansion,star_full,Same,True,1,2206.400000002992,2025-11-21T11:11:16.352Z
t11,Confidence Check,6_0_3_3_1,application,8,expansion,star_full,Sure,,1,1293.0000000029686,2025-11-21T11:11:17.663Z
t11,Application Decision,6_0_3_4_0,application,9,expansion,diagonal_full,Same,False,3,1686.1000000030035,2025-11-21T11:11:19.368Z
t11,Confidence Check,6_0_3_4_1,application,9,expansion,diagonal_full,Sure,,3,691.4000000044471,2025-11-21T11:11:20.077Z
t11,Score,6_0_4,,,,,skip,,,5291.800000002957,2025-11-21T11:11:25.388Z
t11,First Example,6_1_0,,,,,skip,,,5456.099999999977,2025-11-21T11:11:30.862Z
t11,Inference Decision,6_1_1_0_0,inference,10,attraction,color,Same,True,2,3179.400000004447,2025-11-21T11:11:34.060Z
t11,Confidence Check,6_1_1_0_1,inference,10,attraction,color,Very Sure,,2,912.0999999999768,2025-11-21T11:11:34.990Z
t11,Inference Decision,6_1_1_1_0,inference,11,attraction,size,Same,False,3,3215.5999999999767,2025-11-21T11:11:38.224Z
t11,Confidence Check,6_1_1_1_1,inference,11,attraction,size,Very Sure,,3,700.8000000015018,2025-11-21T11:11:38.944Z
t11,Inference Decision,6_1_1_2_0,inference,12,attraction,gravity,Different,True,1,3035.1000000030035,2025-11-21T11:11:41.997Z
t11,Confidence Check,6_1_1_2_1,inference,12,attraction,gravity,Sure,,1,925.9000000044472,2025-11-21T11:11:42.941Z
t11,Inference Decision,6_1_1_3_0,inference,13,attraction,gravity,Different,False,1,2346.200000000012,2025-11-21T11:11:45.322Z
t11,Confidence Check,6_1_1_3_1,inference,13,attraction,gravity,Sure,,1,546.0999999999767,2025-11-21T11:11:45.886Z
t11,Inference Decision,6_1_1_4_0,inference,14,attraction,color,Different,True,2,3409.900000004447,2025-11-21T11:11:49.315Z
t11,Confidence Check,6_1_1_4_1,inference,14,attraction,color,Sure,,2,600.6000000014901,2025-11-21T11:11:49.933Z
t11,Rule Reminder,6_1_2,,,,,skip,,,4396.099999999977,2025-11-21T11:11:54.347Z
t11,Application Decision,6_1_3_0_0,application,15,attraction,color,Same,True,2,2781.20000000298,2025-11-21T11:11:57.146Z
t11,Confidence Check,6_1_3_0_1,application,15,attraction,color,Sure,,2,714.300000002957,2025-11-21T11:11:57.878Z
t11,Application Decision,6_1_3_1_0,application,16,attraction,color,Same,True,2,3075.500000004424,2025-11-21T11:12:00.971Z
t11,Confidence Check,6_1_3_1_1,application,16,attraction,color,Very Sure,,2,1590.3000000014435,2025-11-21T11:12:02.579Z
t11,Application Decision,6_1_3_2_0,application,17,attraction,gravity,Same,False,1,10220.39999999851,2025-11-21T11:12:12.818Z
t11,Confidence Check,6_1_3_2_1,application,17,attraction,gravity,Sure,,1,668.3000000044703,2025-11-21T11:12:13.504Z
t11,Application Decision,6_1_3_3_0,application,18,attraction,size,Different,True,3,1261.0000000015134,2025-11-21T11:12:14.783Z
t11,Confidence Check,6_1_3_3_1,application,18,attraction,size,Sure,,3,477.90000000293367,2025-11-21T11:12:15.278Z
t11,Application Decision,6_1_3_4_0,application,19,attraction,color,Same,True,2,1150.0000000015134,2025-11-21T11:12:16.446Z
t11,Confidence Check,6_1_3_4_1,application,19,attraction,color,Unsure,,2,558.6000000045169,2025-11-21T11:12:17.022Z
t11,Score,6_1_4,,,,,skip,,,6985.099999998463,2025-11-21T11:12:24.026Z
t11,First Example,6_2_0,,,,,skip,,,4311.60000000149,2025-11-21T11:12:28.356Z
t11,Inference Decision,6_2_1_0_0,inference,20,occlusion,reversal,Same,True,2,1944.900000004447,2025-11-21T11:12:30.319Z
t11,Confidence Check,6_2_1_0_1,inference,20,occlusion,reversal,Sure,,2,764.9999999984866,2025-11-21T11:12:31.102Z
t11,Inference Decision,6_2_1_1_0,inference,21,occlusion,reversal,Same,True,2,1665.2000000044936,2025-11-21T11:12:32.786Z
t11,Confidence Check,6_2_1_1_1,inference,21,occlusion,reversal,Sure,,2,1093.600000004517,2025-11-21T11:12:33.897Z
t11,Inference Decision,6_2_1_2_0,inference,22,occlusion,mirror_x,Same,False,2,1330.100000004517,2025-11-21T11:12:35.246Z
t11,Confidence Check,6_2_1_2_1,inference,22,occlusion,mirror_x,Sure,,2,916.7000000044936,2025-11-21T11:12:36.180Z
t11,Inference Decision,6_2_1_3_0,inference,23,occlusion,reversal,Different,True,3,2298.800000002957,2025-11-21T11:12:38.497Z
t11,Confidence Check,6_2_1_3_1,inference,23,occlusion,reversal,Sure,,3,1047.400000004447,2025-11-21T11:12:39.563Z
t11,Inference Decision,6_2_1_4_0,inference,24,occlusion,reversal,Different,True,2,2186.699999999953,2025-11-21T11:12:41.768Z
t11,Confidence Check,6_2_1_4_1,inference,24,occlusion,reversal,Sure,,2,626.0000000015134,2025-11-21T11:12:42.412Z
t11,Rule Reminder,6_2_2,,,,,skip,,,3657.300000001444,2025-11-21T11:12:46.088Z
t11,Application Decision,6_2_3_0_0,application,25,occlusion,reversal,Same,True,2,6630.39999999851,2025-11-21T11:12:52.737Z
t11,Confidence Check,6_2_3_0_1,application,25,occlusion,reversal,Sure,,2,559.6000000014901,2025-11-21T11:12:53.314Z
t11,Application Decision,6_2_3_1_0,application,26,occlusion,mirror_y,Different,True,1,3380.8000000044703,2025-11-21T11:12:56.713Z
t11,Confidence Check,6_2_3_1_1,application,26,occlusion,mirror_y,Sure,,1,598.6000000045169,2025-11-21T11:12:57.329Z
t11,Application Decision,6_2_3_2_0,application,27,occlusion,reversal,Different,False,2,2490.700000001467,2025-11-21T11:12:59.837Z
t11,Confidence Check,6_2_3_2_1,application,27,occlusion,reversal,Sure,,2,550.3000000000466,2025-11-21T11:13:00.405Z
t11,Application Decision,6_2_3_3_0,application,28,occlusion,rotate_180,Same,False,3,2932.0000000015134,2025-11-21T11:13:03.355Z
t11,Confidence Check,6_2_3_3_1,application,28,occlusion,rotate_180,Sure,,3,998.9000000000232,2025-11-21T11:13:04.373Z
t11,Application Decision,6_2_3_4_0,application,29,occlusion,reversal,Different,False,2,2749.1000000030035,2025-11-21T11:13:07.140Z
t11,Confidence Check,6_2_3_4_1,application,29,occlusion,reversal,Sure,,2,564.0000000044238,2025-11-21T11:13:07.723Z
t11,Score,6_2_4,,,,,skip,,,2711.0,2025-11-21T11:13:10.453Z
t11,First Example,6_3_0,,,,,skip,,,9164.600000003004,2025-11-21T11:13:19.635Z
t11,Inference Decision,6_3_1_0_0,inference,30,arithmetic,majority,Same,True,1,2628.5000000015134,2025-11-21T11:13:22.282Z
t11,Confidence Check,6_3_1_0_1,inference,30,arithmetic,majority,Very Sure,,1,892.0999999984633,2025-11-21T11:13:23.192Z
t11,Inference Decision,6_3_1_1_0,inference,31,arithmetic,majority,Same,True,2,2395.300000002957,2025-11-21T11:13:25.606Z
t11,Confidence Check,6_3_1_1_1,inference,31,arithmetic,majority,Very Sure,,2,538.2000000029802,2025-11-21T11:13:26.162Z
t11,Inference Decision,6_3_1_2_0,inference,32,arithmetic,inversion,Different,True,1,5008.300000001444,2025-11-21T11:13:31.189Z
t11,Confidence Check,6_3_1_2_1,inference,32,arithmetic,inversion,Sure,,1,810.7999999985332,2025-11-21T11:13:32.018Z
t11,Inference Decision,6_3_1_3_0,inference,33,arithmetic,inversion,Same,True,1,4243.100000004517,2025-11-21T11:13:36.279Z
t11,Confidence Check,6_3_1_3_1,inference,33,arithmetic,inversion,Very Sure,,1,850.6000000045169,2025-11-21T11:13:37.147Z
t11,Inference Decision,6_3_1_4_0,inference,34,arithmetic,minority,Different,True,3,3775.0999999999767,2025-11-21T11:13:40.940Z
t11,Confidence Check,6_3_1_4_1,inference,34,arithmetic,minority,Sure,,3,685.1000000014901,2025-11-21T11:13:41.644Z
t11,Rule Reminder,6_3_2,,,,,skip,,,3350.000000003027,2025-11-21T11:13:45.012Z
t11,Application Decision,6_3_3_0_0,application,35,arithmetic,minority,Same,False,2,4982.599999999977,2025-11-21T11:13:50.014Z
t11,Confidence Check,6_3_3_0_1,application,35,arithmetic,minority,Very Sure,,2,893.1000000014901,2025-11-21T11:13:50.925Z
t11,Application Decision,6_3_3_1_0,application,36,arithmetic,majority,Same,True,1,3524.3000000044703,2025-11-21T11:13:54.468Z
t11,Confidence Check,6_3_3_1_1,application,36,arithmetic,majority,Very Sure,,1,482.0000000044238,2025-11-21T11:13:54.967Z
t11,Application Decision,6_3_3_2_0,application,37,arithmetic,majority,Same,True,3,1228.10000000149,2025-11-21T11:13:56.213Z
t11,Confidence Check,6_3_3_2_1,application,37,arithmetic,majority,Very Sure,,3,320.70000000146683,2025-11-21T11:13:56.552Z
t11,Application Decision,6_3_3_3_0,application,38,arithmetic,majority,Same,True,1,1953.6999999999532,2025-11-21T11:13:58.524Z
t11,Confidence Check,6_3_3_3_1,application,38,arithmetic,majority,Very Sure,,1,705.6000000045169,2025-11-21T11:13:59.249Z
t11,Application Decision,6_3_3_4_0,application,39,arithmetic,inversion,Same,False,1,3021.7000000044936,2025-11-21T11:14:02.289Z
t11,Confidence Check,6_3_3_4_1,application,39,arithmetic,inversion,Very Sure,,1,359.7999999985332,2025-11-21T11:14:02.667Z
t11,Score,6_3_4,,,,,skip,,,3061.8000000014435,2025-11-21T11:14:05.748Z
t12,First Example,4_0_0,,,,,skip,,,142507.6060000477,2025-11-21T11:18:11.713Z
t12,Inference Decision,4_0_1_0_0,practice,p1,,,Same,False,,79704.60000003577,2025-11-21T11:19:31.454Z
t12,Inference Decision,4_0_1_1_0,practice,p2,,,Same,True,,12343.400000000023,2025-11-21T11:19:44.824Z
t12,Inference Decision,4_0_1_2_0,practice,p3,,,Same,False,,12339.70000003581,2025-11-21T11:19:58.183Z
t12,Rule Reminder,4_0_2,,,,,skip,,,17411.900000035763,2025-11-21T11:20:16.629Z
t12,Application Decision,4_0_3_0_0,practice,p4,,,Same,True,,10705.400000011898,2025-11-21T11:20:27.366Z
t12,Application Decision,4_0_3_1_0,practice,p5,,,Same,False,,15816.900000011898,2025-11-21T11:20:44.220Z
t12,Application Decision,4_0_3_2_0,practice,p6,,,Different,False,,7207.700000035809,2025-11-21T11:20:52.450Z
t12,First Example,4_2_0,,,,,skip,,,2475.6000000119675,2025-11-21T11:21:04.743Z
t12,Inference Decision,4_2_1_0_0,practice,p1,,,Different,True,,7200.00000003574,2025-11-21T11:21:11.961Z
t12,Inference Decision,4_2_1_1_0,practice,p2,,,Same,True,,8315.100000047707,2025-11-21T11:21:21.293Z
t12,Inference Decision,4_2_1_2_0,practice,p3,,,Same,False,,23618.400000000023,2025-11-21T11:21:45.932Z
t12,Rule Reminder,4_2_2,,,,,skip,,,2802.5,2025-11-21T11:21:49.764Z
t12,Application Decision,4_2_3_0_0,practice,p5,,,Same,False,,10277.400000011898,2025-11-21T11:22:00.072Z
t12,Application Decision,4_2_3_1_0,practice,p4,,,Same,True,,7028.00000004773,2025-11-21T11:22:08.124Z
t12,Application Decision,4_2_3_2_0,practice,p6,,,Different,False,,10027.400000011898,2025-11-21T11:22:19.171Z
t12,First Example,4_4_0,,,,,skip,,,4217.438000023831,2025-11-21T11:22:28.367Z
t12,Inference Decision,4_4_1_0_0,practice,p1,,,Same,False,,11947.000000023863,2025-11-21T11:22:40.341Z
t12,Inference Decision,4_4_1_1_0,practice,p2,,,Different,False,,8430.300000035786,2025-11-21T11:22:49.791Z
t12,Inference Decision,4_4_1_2_0,practice,p3,,,Same,False,,3430.400000047637,2025-11-21T11:22:54.246Z
t12,Rule Reminder,4_4_2,,,,,skip,,,4914.100000023842,2025-11-21T11:23:00.176Z
t12,Application Decision,4_4_3_0_0,practice,p6,,,Same,True,,4424.5,2025-11-21T11:23:04.637Z
t12,Application Decision,4_4_3_1_0,practice,p5,,,Same,False,,4677.700000047684,2025-11-21T11:23:10.339Z
t12,Application Decision,4_4_3_2_0,practice,p4,,,Same,True,,6422.400000023888,2025-11-21T11:23:17.784Z
t12,First Example,4_6_0,,,,,skip,,,56018.0,2025-11-21T11:24:20.458Z
t12,Inference Decision,4_6_1_0_0,practice,p1,,,Same,False,,10115.900000000023,2025-11-21T11:24:30.595Z
t12,Inference Decision,4_6_1_1_0,practice,p2,,,Different,False,,5440.00000004773,2025-11-21T11:24:37.054Z
t12,Inference Decision,4_6_1_2_0,practice,p3,,,Same,False,,8576.600000023842,2025-11-21T11:24:46.654Z
t12,Rule Reminder,4_6_2,,,,,skip,,,5114.0,2025-11-21T11:24:52.792Z
t12,Application Decision,4_6_3_0_0,practice,p6,,,Same,True,,5135.800000035786,2025-11-21T11:24:57.948Z
t12,Application Decision,4_6_3_1_0,practice,p5,,,Same,False,,2634.300000011921,2025-11-21T11:25:01.615Z
t12,Application Decision,4_6_3_2_0,practice,p4,,,Different,False,,6410.100000011968,2025-11-21T11:25:09.058Z
t12,First Example,4_8_0,,,,,skip,,,38655.50000003574,2025-11-21T11:25:52.450Z
t12,Inference Decision,4_8_1_0_0,practice,p1,,,Different,True,,35822.09999999998,2025-11-21T11:26:28.316Z
t12,Inference Decision,4_8_1_1_0,practice,p2,,,Same,True,,7616.400000011898,2025-11-21T11:26:36.963Z
t12,Inference Decision,4_8_1_2_0,practice,p3,,,Different,True,,79149.70000004768,2025-11-21T11:27:57.129Z
t12,Rule Reminder,4_8_2,,,,,skip,,,10737.899999999909,2025-11-21T11:28:08.885Z
t12,Application Decision,4_8_3_0_0,practice,p4,,,Same,True,,11648.600000000091,2025-11-21T11:28:20.561Z
t12,Application Decision,4_8_3_1_0,practice,p5,,,Different,True,,18370.500000011874,2025-11-21T11:28:39.949Z
t12,Application Decision,4_8_3_2_0,practice,p6,,,Same,True,,10788.50000004773,2025-11-21T11:28:51.769Z
t12,First Example,6_0_0,,,,,skip,,,9466.300000023795,2025-11-21T11:29:07.912Z
t12,Inference Decision,6_0_1_0_0,inference,0,expansion,star_step,Different,True,1,4031.700000011828,2025-11-21T11:29:11.959Z
t12,Confidence Check,6_0_1_0_1,inference,0,expansion,star_step,Very Sure,,1,4468.900000012014,2025-11-21T11:29:16.448Z
t12,Inference Decision,6_0_1_1_0,inference,1,expansion,star_step,Different,False,1,22197.10000002384,2025-11-21T11:29:38.677Z
t12,Confidence Check,6_0_1_1_1,inference,1,expansion,star_step,Sure,,1,3926.600000023842,2025-11-21T11:29:42.623Z
t12,Inference Decision,6_0_1_2_0,inference,2,expansion,plus_full,Different,True,1,40876.50000002375,2025-11-21T11:30:23.523Z
t12,Confidence Check,6_0_1_2_1,inference,2,expansion,plus_full,Very Sure,,1,2182.200000023935,2025-11-21T11:30:25.731Z
t12,Inference Decision,6_0_1_3_0,inference,3,expansion,plus_full,Different,False,1,7372.100000023842,2025-11-21T11:30:33.119Z
t12,Confidence Check,6_0_1_3_1,inference,3,expansion,plus_full,Very Sure,,1,1510.3999999999069,2025-11-21T11:30:34.658Z
t12,Inference Decision,6_0_1_4_0,inference,4,expansion,plus_full,Different,False,1,31619.90000002389,2025-11-21T11:31:06.302Z
t12,Confidence Check,6_0_1_4_1,inference,4,expansion,plus_full,Very Sure,,1,1652.6000000475906,2025-11-21T11:31:07.983Z
t12,Rule Reminder,6_0_2,,,,,skip,,,4505.900000035763,2025-11-21T11:31:12.520Z
t12,Application Decision,6_0_3_0_0,application,5,expansion,star_step,Different,False,1,9655.000000035856,2025-11-21T11:31:22.204Z
t12,Confidence Check,6_0_3_0_1,application,5,expansion,star_step,Very Sure,,1,2424.100000000093,2025-11-21T11:31:24.654Z
t12,Application Decision,6_0_3_1_0,application,6,expansion,diagonal_full,Different,True,3,7150.000000035856,2025-11-21T11:31:31.830Z
t12,Confidence Check,6_0_3_1_1,application,6,expansion,diagonal_full,Very Sure,,3,1787.9000000476371,2025-11-21T11:31:33.635Z
t12,Application Decision,6_0_3_2_0,application,7,expansion,plus_step,Different,True,1,4570.200000023935,2025-11-21T11:31:38.236Z
t12,Confidence Check,6_0_3_2_1,application,7,expansion,plus_step,Very Sure,,1,1385.0,2025-11-21T11:31:39.649Z
t12,Application Decision,6_0_3_3_0,application,8,expansion,star_full,Different,False,1,3471.0000000237487,2025-11-21T11:31:43.135Z
t12,Confidence Check,6_0_3_3_1,application,8,expansion,star_full,Very Sure,,1,1365.1000000475906,2025-11-21T11:31:44.529Z
t12,Application Decision,6_0_3_4_0,application,9,expansion,diagonal_full,Different,True,3,4562.100000011968,2025-11-21T11:31:49.109Z
t12,Confidence Check,6_0_3_4_1,application,9,expansion,diagonal_full,Very Sure,,3,1208.1000000119675,2025-11-21T11:31:50.336Z
t12,Score,6_0_4,,,,,skip,,,5574.00000004773,2025-11-21T11:31:55.936Z
t12,First Example,6_1_0,,,,,skip,,,8762.300000023795,2025-11-21T11:32:04.726Z
t12,Inference Decision,6_1_1_0_0,inference,10,attraction,color,Different,False,2,29490.500000011874,2025-11-21T11:32:34.239Z
t12,Confidence Check,6_1_1_0_1,inference,10,attraction,color,Sure,,2,2573.200000047684,2025-11-21T11:32:36.838Z
t12,Inference Decision,6_1_1_1_0,inference,11,attraction,size,Same,False,3,12587.500000023749,2025-11-21T11:32:49.450Z
t12,Confidence Check,6_1_1_1_1,inference,11,attraction,size,Very Sure,,3,1607.100000023842,2025-11-21T11:32:51.088Z
t12,Inference Decision,6_1_1_2_0,inference,12,attraction,gravity,Same,False,1,5214.500000035856,2025-11-21T11:32:56.326Z
t12,Confidence Check,6_1_1_2_1,inference,12,attraction,gravity,Very Sure,,1,2460.699999999953,2025-11-21T11:32:58.808Z
t12,Inference Decision,6_1_1_3_0,inference,13,attraction,gravity,Same,True,1,9589.199999999952,2025-11-21T11:33:08.421Z
t12,Confidence Check,6_1_1_3_1,inference,13,attraction,gravity,Very Sure,,1,2742.0000000237487,2025-11-21T11:33:11.190Z
t12,Inference Decision,6_1_1_4_0,inference,14,attraction,color,Same,False,2,7376.600000035716,2025-11-21T11:33:18.591Z
t12,Confidence Check,6_1_1_4_1,inference,14,attraction,color,Very Sure,,2,1715.1000000000931,2025-11-21T11:33:20.331Z
t12,Rule Reminder,6_1_2,,,,,skip,,,12506.000000035856,2025-11-21T11:33:32.856Z
t12,Application Decision,6_1_3_0_0,application,15,attraction,color,Same,True,2,12262.199999999952,2025-11-21T11:33:45.157Z
t12,Confidence Check,6_1_3_0_1,application,15,attraction,color,Very Sure,,2,1601.6000000475906,2025-11-21T11:33:46.783Z
